household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend
1844,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.130000000001,4,70,392.9299999999999,23.65,142.42999999999995,0.0,184.28,4.48,4.22,198.67999999999998
1845,1,1,7.0,2.0,4.0,1.0,2.0,104.0,2.0,0.29,0.02,10715.739999999863,5,120,5716.109999999927,423.60000000000025,1512.6200000000026,60.0,1841.5500000000027,19.76,2.0,384.19
1846,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.1800000000001,71,14,310.29000000000013,18.73,22.830000000000005,0.0,18.82,0.0,0.0,0.0
1847,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2002.9600000000041,3,80,1008.0100000000014,54.44,163.86000000000004,90.0,281.69,0.0,0.0,85.25
1848,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,9252.079999999853,1,89,5304.249999999953,459.36000000000035,414.7000000000001,443.76,1575.7400000000018,46.26,249.95,187.89999999999998
1849,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2115.910000000003,17,134,1265.660000000001,80.55,79.44,0.0,200.58999999999995,2.0,121.63999999999999,97.65
1850,1,1,1.0,0.0,1.0,0.0,1.0,13.0,1.0,1.0,0.08,5695.74999999994,0,182,1878.9700000000041,175.79000000000002,738.9500000000008,1237.96,571.9000000000001,187.21000000000004,0.0,329.34000000000003
1851,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.8000000000006,0,38,613.8199999999999,137.89000000000001,77.17,0.0,100.76999999999995,2.0,0.0,77.51
1852,1,0,8.0,4.0,4.0,0.0,0.0,110.0,0.0,0.0,0.0,9330.089999999902,8,308,3657.0599999999804,226.67000000000007,701.2700000000004,2206.4900000000002,1267.3000000000018,140.79,10.91,470.16
1853,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.34,9,31,139.44,0.0,1.66,0.0,40.79,2.98,0.0,0.0
1854,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,6115.269999999912,2,227,2769.6699999999914,389.11999999999983,466.29000000000013,820.4500000000002,570.4400000000007,89.94000000000004,8.1,170.04999999999995
1855,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.31000000000003,90,9,17.14,0.0,4.73,40.98,102.22,0.0,0.0,0.0
1856,1,1,5.0,4.0,1.0,0.0,8.0,79.0,8.0,1.6,0.1,3828.619999999981,2,380,2144.5300000000025,162.87000000000006,220.60999999999996,0.0,485.07000000000005,8.69,50.760000000000005,256.46000000000004
1857,1,0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1705.6800000000012,13,73,921.7200000000001,50.9,76.3,127.48,127.89000000000003,0.0,0.0,91.22999999999999
1858,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2372.729999999998,1,54,1346.2100000000016,277.8700000000001,484.0,0.0,87.05000000000001,0.0,0.0,33.06
1859,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1475.1300000000022,16,30,496.55000000000007,49.84,143.82,0.0,402.10000000000036,290.01000000000005,5.38,0.0
1860,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.9500000000005,1,51,332.25000000000006,0.0,92.10999999999997,72.77,24.46,0.0,0.0,86.60000000000001
1861,1,0,5.0,4.0,1.0,0.0,0.0,72.0,0.0,0.0,0.0,1506.0400000000045,9,109,905.7300000000007,11.049999999999999,65.20000000000002,0.0,98.75000000000003,12.0,0.0,194.93
1862,1,0,4.0,2.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,2118.8899999999976,11,136,833.8499999999998,73.19,287.8600000000002,282.92999999999995,248.32000000000005,132.48,88.41999999999999,65.74999999999999
1863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.45,117,14,175.08,20.810000000000002,9.43,0.0,175.89000000000001,0.0,0.0,0.0
1864,1,1,3.0,2.0,1.0,0.0,4.0,47.0,4.0,1.33,0.09,13362.359999999862,0,134,7108.629999999912,379.97,2383.5999999999967,1017.8099999999998,615.2600000000007,46.890000000000015,0.0,1075.08
1865,1,0,7.0,4.0,3.0,0.0,0.0,123.0,0.0,0.0,0.0,5720.559999999935,0,136,3200.5699999999847,149.47,666.6700000000008,0.0,548.0500000000006,262.73,58.77999999999999,497.52000000000004
1866,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.15,8,12,63.870000000000005,0.0,37.910000000000004,0.0,19.980000000000004,0.0,0.0,0.0
1867,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.5200000000004,25,69,397.07,24.54,22.13,139.97,118.04,0.0,1.59,101.8
1868,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.2300000000002,38,32,350.87000000000023,8.950000000000001,9.120000000000001,21.01,4.35,8.94,0.0,35.66
1869,1,1,4.0,2.0,1.0,1.0,3.0,71.0,3.0,0.75,0.04,2980.3599999999924,8,100,1493.650000000005,27.67,239.32000000000005,84.21000000000001,469.60000000000014,5.0,0.0,244.7899999999999
1870,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.03999999999994,21,30,200.58999999999997,0.0,9.100000000000001,0.0,24.87,2.99,0.0,0.0
1871,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.1200000000003,7,14,107.09999999999994,0.0,70.67000000000003,0.0,4.69,98.3,8.38,36.64
1872,1,1,5.0,3.0,2.0,0.0,1.0,79.0,1.0,0.2,0.01,3152.589999999988,7,137,1544.980000000002,18.93,228.86999999999998,311.04999999999995,631.6100000000006,96.52000000000001,13.509999999999998,79.36000000000001
1873,1,0,6.0,4.0,2.0,0.0,0.0,94.0,0.0,0.0,0.0,4884.109999999986,1,237,1958.3500000000022,130.95999999999998,242.06000000000006,878.52,1319.1900000000007,12.34,0.0,93.20999999999998
1874,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.3200000000004,31,29,257.79999999999995,15.46,38.47000000000001,91.9,129.91999999999993,0.0,0.0,30.830000000000002
1875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.13000000000017,0,23,156.56,16.82,45.91,0.0,29.060000000000002,0.0,1.36,111.51999999999998
1876,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.42,511,1,3.4699999999999998,0.0,0.0,0.0,29.34,0.0,0.0,2.61
1877,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667.1999999999996,18,56,1005.2700000000004,46.31999999999999,33.199999999999996,0.0,312.87000000000023,0.0,0.0,115.52999999999999
1878,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.9100000000001,36,28,279.83,1.98,16.77,0.0,24.3,1.0,5.65,15.540000000000003
1879,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4053.069999999973,2,236,2328.7400000000043,724.2300000000005,486.17000000000013,0.0,391.2200000000001,11.99,13.410000000000004,23.82
1880,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.1300000000001,203,24,263.58000000000015,0.0,10.91,0.0,61.980000000000004,0.0,0.0,66.98
1881,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2313.340000000001,0,97,1070.720000000001,261.29,229.56999999999994,435.56000000000006,156.85999999999999,0.0,0.0,76.1
1882,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.22,20,21,216.54,42.88,12.19,0.0,37.379999999999995,0.0,0.0,4.27
1883,1,0,5.0,4.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,2211.15,25,115,1353.9400000000028,57.480000000000004,52.49999999999999,26.92,325.24000000000024,1.99,0.0,150.06
1884,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.63000000000005,8,24,207.41,20.3,0.83,15.0,140.13000000000002,16.0,0.0,0.0
1885,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.84000000000003,11,7,28.85,7.84,3.98,58.84,9.98,5.18,0.0,0.0
1886,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.6000000000002,189,29,242.35999999999996,6.03,11.240000000000002,0.0,110.14000000000004,0.0,3.26,0.97
1887,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,713.9300000000005,0,68,303.4799999999998,25.15,99.61999999999998,0.0,171.60999999999999,45.59,0.0,28.43
1888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.61,63,11,71.28000000000002,4.4,1.99,10.0,17.84,0.0,0.0,8.600000000000001
1889,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1591.4000000000024,28,38,763.1700000000004,14.79,73.32000000000002,74.97,230.33000000000004,93.49,0.0,174.48000000000002
1890,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.030000000001,7,34,750.9500000000006,153.78,323.75000000000006,0.0,111.85,13.46,0.0,123.65
1891,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.5600000000002,7,30,593.5899999999999,11.97,27.930000000000003,0.0,111.94999999999995,13.45,0.0,168.67999999999998
1892,1,0,4.0,2.0,1.0,1.0,0.0,71.0,0.0,0.0,0.0,5060.569999999989,4,279,2325.9700000000043,279.82000000000005,220.43000000000006,372.01,643.5100000000009,0.0,15.32,657.5
1893,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.74000000000004,48,10,14.47,0.0,2.0,190.0,19.28,0.0,0.0,0.0
1894,1,0,1.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,2062.9500000000016,7,34,1405.7600000000014,12.97,36.2,0.0,223.20000000000002,48.35,9.06,83.07999999999998
1895,1,0,2.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,790.5300000000007,0,42,270.4599999999999,7.98,39.919999999999995,0.0,121.63999999999999,0.0,2.07,253.56
1896,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.310000000002,1,94,1129.8100000000004,156.80000000000004,155.81,82.32,485.00000000000017,0.0,6.62,119.81999999999996
1897,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,517,1,19.08,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1898,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.5099999999999,1,32,348.6999999999998,3.98,11.719999999999999,0.0,18.240000000000002,24.940000000000005,18.7,2.0
1899,1,1,8.0,2.0,5.0,1.0,6.0,130.0,6.0,0.75,0.05,9315.95999999993,0,56,5809.879999999961,287.92,429.0200000000003,20.0,1310.0000000000011,87.16999999999999,0.0,684.8600000000001
1900,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6066.409999999933,2,41,3335.9199999999837,368.01,527.3400000000003,0.0,970.710000000001,7.36,3.62,333.42999999999995
1901,1,0,6.0,2.0,3.0,1.0,0.0,103.0,0.0,0.0,0.0,9707.609999999904,0,725,4488.859999999976,217.03,594.6500000000004,10.0,1942.7,141.05999999999997,128.81,670.76
1902,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.8400000000001,37,15,688.0799999999998,26.18,64.12,0.0,205.94000000000005,3.69,0.0,3.2
1903,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.200000000001,27,36,736.8100000000004,31.900000000000002,8.91,111.01,76.72999999999999,0.0,2.27,28.349999999999994
1904,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.3,11,25,157.67999999999998,31.37,25.479999999999997,8.12,32.43000000000001,0.0,3.2,2.89
1905,1,0,2.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,1591.3900000000015,4,72,686.5000000000009,42.050000000000004,335.8900000000002,43.269999999999996,247.03000000000006,38.93000000000001,0.0,13.030000000000001
1906,1,0,4.0,2.0,1.0,1.0,0.0,71.0,0.0,0.0,0.0,6082.389999999944,1,118,3193.52999999998,58.45000000000001,367.5000000000002,545.65,706.5100000000004,30.3,0.0,740.8900000000001
1907,1,1,7.0,2.0,4.0,1.0,3.0,106.0,3.0,0.43,0.03,6403.449999999945,0,305,2827.8399999999965,755.2900000000004,276.53000000000003,851.7099999999998,603.5199999999999,18.95,0.0,668.82
1908,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.2800000000001,18,37,463.91000000000014,2.99,133.74,0.0,22.47,0.0,0.0,16.93
1909,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.3399999999998,13,17,275.65999999999985,0.0,2.7,0.0,96.35,0.0,0.0,43.2
1910,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.9300000000007,12,25,331.4400000000001,12.17,25.499999999999996,0.0,101.11999999999999,91.07,0.0,9.1
1911,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1356.2299999999998,10,109,587.6799999999997,8.58,57.20000000000002,415.0,95.19000000000001,0.0,0.0,112.91999999999999
1912,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2031.940000000001,15,85,1185.5200000000007,17.560000000000002,52.75000000000001,0.0,186.12999999999994,9.98,66.34,210.38999999999996
1913,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.6600000000001,0,44,315.68999999999994,47.31,36.73000000000001,10.0,89.27999999999999,0.0,0.0,66.36
1914,1,0,5.0,3.0,1.0,1.0,0.0,63.0,0.0,0.0,0.0,3414.3799999999724,0,130,1524.8200000000022,8.84,76.16999999999999,0.0,1622.7100000000007,0.0,11.329999999999998,28.3
1915,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.12,64,27,196.61,30.41,47.03,125.94000000000001,44.019999999999996,0.0,3.23,14.89
1916,1,0,5.0,4.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,2428.359999999998,2,126,1389.4600000000028,0.43,150.92,40.0,257.27000000000004,14.57,0.0,304.12000000000006
1917,1,1,10.0,3.0,3.0,4.0,6.0,170.0,6.0,0.6,0.04,5588.219999999929,1,242,3471.649999999988,191.59,299.83,0.0,859.9800000000012,59.73000000000002,0.0,142.39000000000004
1918,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2378.8999999999996,85,55,1315.2100000000012,80.38000000000001,140.42,139.0,140.60999999999999,6.68,0.0,195.51
1919,1,0,5.0,2.0,3.0,0.0,0.0,70.0,0.0,0.0,0.0,3299.029999999992,2,80,1676.7100000000003,3.98,94.49999999999997,381.97999999999996,507.03000000000026,13.97,34.099999999999994,143.42000000000004
1920,1,0,3.0,2.0,1.0,0.0,0.0,65.0,0.0,0.0,0.0,1467.100000000002,5,65,584.5700000000004,52.89000000000001,232.5700000000001,0.0,285.3600000000001,122.58999999999997,0.0,45.05
1921,1,1,1.0,0.0,1.0,0.0,1.0,12.0,1.0,1.0,0.08,1208.5000000000002,10,90,361.13999999999993,49.31,81.43,93.25999999999999,59.45,0.0,0.0,374.31000000000006
1922,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2432.429999999997,4,96,1188.4000000000026,149.27000000000004,279.1100000000002,144.3,204.82000000000005,225.10000000000002,37.68000000000001,67.31
1923,1,1,5.0,3.0,2.0,0.0,7.0,99.0,7.0,1.4,0.07,3721.4299999999857,1,131,1368.7400000000023,51.379999999999995,388.62000000000023,949.88,543.4600000000004,31.6,45.150000000000006,145.72
1924,1,0,5.0,2.0,2.0,1.0,0.0,79.0,0.0,0.0,0.0,4917.9499999999625,1,184,3342.379999999994,129.70999999999995,164.14999999999998,103.00999999999999,528.0700000000002,11.65,0.0,185.44000000000003
1925,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2848.219999999989,5,108,1080.2900000000009,17.060000000000002,540.4200000000002,239.67999999999998,528.8000000000004,1.49,0.0,216.38000000000005
1926,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.0700000000002,11,58,952.3700000000002,0.0,127.59,7.0,20.55,0.0,0.0,310.77
1927,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,3868.119999999985,7,72,2157.0000000000064,122.75999999999996,232.39000000000007,0.0,224.34000000000003,0.0,26.759999999999998,638.48
1928,1,0,4.0,3.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,2002.9500000000005,5,97,1187.7800000000013,28.290000000000003,83.38,201.54,256.90000000000003,0.0,0.0,0.0
1929,1,0,4.0,3.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,3473.099999999987,8,49,2050.250000000004,195.54999999999998,360.1400000000001,0.0,145.35999999999999,0.0,0.0,427.3400000000001
1930,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,2300.2,17,167,1349.8600000000008,9.79,115.50999999999998,0.0,461.1700000000004,2.5,3.72,105.11999999999999
1931,1,0,2.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,1895.680000000003,1,90,839.1499999999999,0.0,135.30999999999995,0.0,68.60000000000001,3.0,7.61,303.55999999999995
1932,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.9899999999952,34,67,878.0600000000001,44.69,51.620000000000005,615.18,518.0700000000003,0.0,0.0,335.10999999999996
1933,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1985.6500000000026,20,76,996.4500000000005,139.13000000000002,149.73,277.11,62.77000000000001,3.58,26.22,101.78000000000002
1934,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.8699999999999,37,15,293.5400000000001,17.5,56.720000000000006,27.0,12.490000000000002,2.99,23.07,74.73000000000002
1935,1,1,3.0,2.0,1.0,0.0,2.0,40.0,2.0,0.67,0.05,9658.609999999975,1,134,3861.21999999998,265.97,318.9100000000003,121.35,1582.6600000000014,31.79,48.96,687.51
1936,1,1,4.0,3.0,1.0,0.0,1.0,67.0,1.0,0.25,0.01,4343.55999999998,2,424,2069.85,229.60000000000014,181.63000000000005,525.1800000000001,443.4200000000003,23.34,57.35,424.62
1937,1,1,3.0,3.0,0.0,0.0,14.0,48.0,14.0,4.67,0.29,5363.54999999994,7,128,3119.489999999992,411.4500000000001,438.05000000000075,118.5,216.12000000000006,262.64000000000016,0.8699999999999999,98.74
1938,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.2400000000004,8,20,356.7100000000001,17.8,20.16,0.0,124.92999999999998,5.98,0.0,38.190000000000005
1939,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2563.289999999996,12,56,1341.8900000000028,188.55,114.56,352.28,197.99000000000004,2.24,0.0,209.75
1940,1,0,2.0,1.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,2093.290000000003,9,63,959.2300000000008,41.99000000000001,482.9600000000005,0.0,115.99999999999994,259.9600000000001,0.0,10.170000000000002
1941,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,583.1299999999994,1,107,403.57,5.34,3.99,20.0,28.68,0.0,0.0,83.24000000000001
1942,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2168.030000000001,0,113,873.3000000000006,60.32,81.73,47.06,724.2600000000007,18.17,5.23,189.45
1943,1,0,8.0,4.0,4.0,0.0,0.0,121.0,0.0,0.0,0.0,4492.689999999977,0,178,1984.8100000000027,58.22000000000001,37.080000000000005,449.01,1157.47,2.99,0.0,282.44999999999993
1944,1,1,8.0,2.0,6.0,0.0,9.0,133.0,9.0,1.12,0.07,8010.509999999874,1,139,3932.3799999999783,150.21,868.9700000000012,1225.5399999999997,948.6400000000007,275.5300000000001,0.0,180.9
1945,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.26,0,15,558.7399999999999,23.009999999999998,19.82,0.0,51.86000000000001,20.04,0.0,15.53
1946,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703.1599999999953,13,37,1626.8200000000052,7.98,386.85000000000025,45.14,226.0400000000001,48.720000000000006,0.0,178.41
1947,1,1,6.0,2.0,4.0,0.0,2.0,97.0,2.0,0.33,0.02,5660.339999999951,6,64,3100.5099999999907,742.6499999999996,354.7100000000003,36.0,643.2800000000004,28.52,0.0,188.14000000000004
1948,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.5200000000004,2,57,677.3399999999998,0.0,101.13,0.0,62.76000000000001,30.950000000000003,2.91,32.24999999999999
1949,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.4400000000016,27,38,572.7500000000005,57.12,78.13999999999999,0.0,82.69999999999999,12.99,4.59,182.15
1950,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.8099999999999,14,18,154.13000000000002,40.7,17.740000000000002,0.0,98.07999999999998,0.0,0.0,73.83
1951,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.89,4,12,73.60000000000001,12.98,34.84,0.0,102.22000000000001,0.0,0.0,10.88
1952,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.48999999999995,4,11,140.96999999999997,0.0,11.16,30.0,18.54,0.0,0.0,9.83
1953,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2483.579999999998,0,93,1053.0600000000013,84.42,496.630000000001,0.0,100.42,3.99,0.0,400.08999999999986
1954,1,0,5.0,3.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1573.7400000000016,0,120,644.4199999999997,0.0,162.53000000000003,22.1,281.71000000000004,0.0,2.39,319.3299999999999
1955,1,0,7.0,3.0,3.0,1.0,0.0,112.0,0.0,0.0,0.0,6266.129999999948,5,124,3320.269999999986,30.190000000000005,558.9400000000003,508.5299999999999,892.9200000000016,2.99,5.449999999999999,433.37
1956,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.8300000000008,9,29,609.7800000000005,49.56999999999999,38.339999999999996,0.0,210.32999999999998,0.0,0.0,58.24999999999999
1957,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1330.0000000000018,19,34,743.3900000000002,123.12000000000002,90.99999999999996,0.0,175.93,0.0,0.0,57.910000000000004
1958,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.2999999999996,8,28,417.2200000000002,22.29,94.14999999999999,0.0,40.07,31.33,42.129999999999995,0.0
1959,1,1,3.0,3.0,0.0,0.0,1.0,48.0,1.0,0.33,0.02,5285.419999999971,1,99,2534.4400000000005,247.89000000000004,208.56000000000006,162.82000000000002,401.38000000000017,1.5,0.0,248.75999999999996
1960,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.0900000000013,9,75,513.4500000000003,18.84,68.11,516.87,108.53999999999995,0.0,8.370000000000001,601.3000000000003
1961,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1095.4600000000005,6,65,753.58,10.719999999999999,38.089999999999996,0.0,156.01999999999998,0.0,0.0,26.04
1962,1,0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2591.009999999996,3,99,1405.3600000000035,49.61,147.58000000000004,58.05,116.17999999999999,44.290000000000006,26.29,243.07
1963,1,1,2.0,1.0,1.0,0.0,4.0,49.0,4.0,2.0,0.08,1971.140000000004,20,42,1116.5700000000004,77.11,83.13,10.03,274.07,1.5,0.0,50.76
1964,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.7700000000007,15,55,972.9599999999995,35.47,175.21000000000004,0.0,130.20999999999998,0.0,8.53,126.11999999999998
1965,1,1,5.0,2.0,3.0,0.0,3.0,69.0,3.0,0.6,0.04,3592.379999999985,1,139,1153.1600000000003,86.93,45.91000000000001,1390.2599999999998,607.9700000000005,0.0,6.449999999999999,96.69
1966,1,0,6.0,2.0,3.0,1.0,0.0,79.0,0.0,0.0,0.0,4161.819999999976,1,100,2066.490000000006,122.28999999999999,672.2900000000008,20.0,212.44000000000005,542.14,0.0,306.2000000000001
1967,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.850000000001,0,56,749.6400000000007,10.0,105.25000000000001,65.02,162.70000000000002,14.540000000000001,32.41,4.49
1968,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1732.620000000003,0,67,1120.0499999999997,124.86000000000001,156.7399999999999,0.0,65.58,51.940000000000005,0.0,100.22
1969,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1754.3000000000056,2,196,1191.7600000000032,24.699999999999996,136.59999999999997,0.0,150.5,0.0,0.0,128.95000000000002
1970,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.9700000000005,2,60,593.6900000000005,4.04,12.230000000000002,36.0,170.17999999999998,0.0,0.0,71.01
1971,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,4976.409999999974,21,142,2518.35,232.47000000000003,353.70000000000033,921.9599999999999,340.1700000000001,42.970000000000006,13.989999999999998,157.89000000000004
1972,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1877.5500000000015,1,102,1191.1500000000005,32.02,115.50999999999996,16.0,95.51,13.92,9.29,57.57000000000001
1973,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.5500000000031,0,130,1306.3200000000018,6.9,77.22,0.0,41.76,0.99,0.0,213.15
1974,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,5265.9999999999445,76,198,3198.039999999989,130.88,311.8900000000004,378.51000000000005,605.6700000000004,40.89000000000001,8.99,131.73999999999998
1975,1,1,9.0,3.0,5.0,1.0,4.0,143.0,4.0,0.44,0.03,14476.899999999978,4,284,7466.839999999927,739.7999999999998,744.7800000000008,1085.6999999999998,2389.359999999999,47.16000000000001,3.66,589.47
1976,1,0,5.0,2.0,2.0,1.0,0.0,90.0,0.0,0.0,0.0,2891.679999999992,11,145,1831.6000000000026,74.75999999999999,94.98,0.0,463.6299999999997,49.81000000000001,4.930000000000001,111.49000000000001
1977,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.83000000000004,5,27,103.67000000000002,0.0,8.14,40.0,101.53,0.0,0.0,6.36
1978,1,0,5.0,3.0,2.0,0.0,0.0,82.0,0.0,0.0,0.0,1301.4699999999996,16,81,757.9599999999996,42.62,79.43999999999997,140.36,170.69,1.99,0.0,19.98
1979,1,0,2.0,1.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,979.4400000000009,8,85,477.0299999999999,0.0,156.61000000000007,65.66,178.43,26.33,0.0,0.0
